lat,lng
-6.2018311,106.824836
-6.2036879,106.8234587
-6.2059685,106.8180302
-6.202935,106.818513
-6.2024046,106.8234553
-6.1979429,106.8285957
-6.197555,106.824558
-6.2050769,106.8217092
-6.2014135,106.8221531
-6.2038393,106.8205089
-6.1971777,106.8227442
-6.203683,106.8236461
-6.2024371,106.823335
-6.1980543,106.8217092
-6.2038393,106.8205089
-6.1997319,106.822703
-6.2047249,106.8222386
-6.2046653,106.8183447
-6.2038393,106.8205089
-6.2024046,106.8234553
-6.2026404,106.8242446
-6.2065705,106.8215436
-6.2024046,106.8234553
-6.2038393,106.8205089
-6.200125,106.822192
-6.2024046,106.8234553
-6.2024046,106.8234553
-6.2024046,106.8234553
-6.1986926,106.8217092
-6.2059685,106.8180302
-6.2038986,106.8230751
-6.1971727,106.8287845
-6.1994329,106.8225554
-6.1990281,106.8226004
-6.2024046,106.8234553
-6.2013488,106.8250925
-6.2020771,106.8230922
-6.2023617,106.8249644
-6.1983702,106.82311
-6.2002615,106.82587
-6.2060658,106.8252849
-6.1991132,106.8236692
-6.2068471,106.8244846
-6.2024046,106.8234553
-6.203893,106.821676
-6.2015701,106.8224582
-6.1975245,106.8247529
-6.1996336,106.8275413
-6.2004638,106.820004
-6.2024371,106.823335
-6.2036939,106.8237304
-6.2038628,106.8245133
-6.1996476,106.8275413
-6.2064988,106.8275041
-6.1975245,106.8247529
-6.2059685,106.8180302
-6.2024046,106.8234553
-6.2034633,106.8210179
-6.2010203,106.8234155
-6.2035773,106.8204241
-6.1990281,106.8226004
-6.2059782,106.8214611
-6.2033503,106.8201934
-6.2054385,106.8214417
-6.1975987,106.824613
-6.203694,106.8237302
-6.2059685,106.8180302
-6.203647,106.8202806
-6.2024046,106.8234553
-6.1990281,106.8226004
-6.2059685,106.8180302
-6.1976137,106.8256577
-6.2024047,106.8234553
-6.2053738,106.8214668
-6.2012326,106.819541
-6.2059782,106.8214611
-6.1998429,106.8202816
-6.196745,106.8288025
-6.2024808,106.8242444
-6.2067378,106.8222249
-6.2038983,106.8199118
-6.1979603,106.8283004
-6.1990283,106.8226004
-6.1990283,106.8226004
-6.2038628,106.8245133
-6.2024987,106.8236914
-6.1998318,106.8264404
-6.2053738,106.8214668
-6.203694,106.8237302
-6.1991862,106.8224927
-6.1993366,106.8202679
-6.2009311,106.823392
-6.2032864,106.8232174
-6.1991132,106.8236692
-6.1976616,106.8193609
-6.202935,106.818513
-6.200681,106.8237604
-6.2010203,106.8234155
-6.2031334,106.8188979
-6.2018884,106.8235894
-6.1975245,106.8247529
-6.1975603,106.8245671
-6.2068051,106.8189479
-6.2053668,106.8210456
-6.2014135,106.8221531
-6.2024671,106.8255018
-6.2024052,106.823459
-6.2024207,106.8234054
-6.197952,106.8178441
-6.1990486,106.8226828
-6.2018884,106.8235894
-6.2014359,106.8207497
-6.202675,106.8238211
-6.2021254,106.8235214
-6.2055891,106.8178386
-6.2057176,106.8178619
-6.2059685,106.8180302
-6.197597,106.8271943
-6.2035773,106.8204241
-6.2024671,106.8255018
-6.2031303,106.8213715
-6.1990281,106.8226004
-6.2042663,106.8219107
-6.199984,106.8224929
-6.2038743,106.821676
-6.2024052,106.823459
-6.2036939,106.8237304
-6.2059685,106.8180302
-6.2023592,106.8233615
-6.2034727,106.8201413
-6.201711,106.821641
-6.2024046,106.8234553
-6.2023592,106.8233615
-6.2023592,106.8233615
-6.205701,106.822243
-6.2015921,106.8221243
-6.2059783,106.8214612
-6.2018236,106.829378
-6.1990281,106.8226004
-6.2036807,106.8199939
-6.2015254,106.8216462
-6.2039323,106.8249359
-6.2014135,106.8221531
-6.1983702,106.82311
-6.1975567,106.8247514
-6.1990281,106.8226004
-6.2038066,106.8202132
-6.197952,106.8178441
-6.198275,106.828273
-6.2024927,106.8238758
-6.1975213,106.824613
-6.2010491,106.8265033
-6.2059744,106.8214578
-6.2036939,106.8237304
-6.202935,106.818513
-6.197734,106.8238727
-6.2053738,106.8214668
-6.1990281,106.8226004
-6.2024046,106.8234553
-6.2036177,106.8199581
-6.2028064,106.8228156
-6.2059685,106.8180302
-6.197388,106.8252755
-6.196745,106.8288025
-6.1990281,106.8226004
-6.2024052,106.823459
-6.2054385,106.8214417
-6.197653,106.8222902
-6.200681,106.8237604
-6.2059685,106.8180302
-6.2058825,106.817885
-6.202935,106.818513
-6.2038393,106.8205089
-6.2038066,106.8202132
-6.2036939,106.8237304
-6.2038393,106.8205089
-6.2023592,106.8233615
-6.2020428,106.8254428
-6.2023592,106.8233615
-6.2036939,106.8237304
-6.2058931,106.8282962
-6.203694,106.8237302
-6.2043019,106.8234607
-6.2060465,106.8194095
-6.2014135,106.8221531
-6.2025077,106.8245671
-6.1990281,106.8226004
-6.1976616,106.8193609
-6.2015394,106.8240421
-6.2011975,106.8205155
-6.202935,106.818513
-6.2024046,106.8234553
-6.2059783,106.8214612
-6.2018236,106.829378
-6.2040474,106.8239218
-6.1968834,106.8253255
-6.198417,106.8226852
-6.1973981,106.8241301
-6.2023913,106.8234654
-6.2063489,106.8190773
-6.2060762,106.8216633
-6.2027134,106.8294551
-6.202935,106.818513
-6.2035723,106.8287155
-6.197212,106.8271209
-6.2058825,106.817885
-6.2058825,106.817885
-6.2023091,106.824613
-6.2064438,106.8249818
-6.2024046,106.8234553
-6.203893,106.821676
-6.1991359,106.8235623
-6.200681,106.8237604
-6.2014135,106.8221531
-6.2059685,106.8180302
-6.2058825,106.817885
-6.2002614,106.8258699
-6.1979429,106.8285957
-6.2014135,106.8221531
-6.2033207,106.8229537
-6.2041144,106.8233783
-6.1998432,106.8236142
-6.2058825,106.817885
-6.2038628,106.8245133
-6.1990281,106.8226004
-6.2013635,106.8213803
-6.2057882,106.8182683
-6.2051862,106.8229567
-6.1990281,106.8226004
-6.2033503,106.8201934
-6.2023592,106.8233615
-6.2026575,106.829254
-6.2059685,106.8180302
-6.2043119,106.821724
-6.2036958,106.8236913
-6.205936,106.826317
-6.2024046,106.8234553
-6.203694,106.8237302
-6.200193,106.8192221
-6.2024047,106.8234553
-6.1994616,106.8290568
-6.2024046,106.8234553
-6.2042106,106.8225849
-6.1993366,106.8202679
-6.2024046,106.8234553
-6.2024046,106.8234553
-6.2022714,106.8233225
-6.2024046,106.8234553
-6.2018884,106.8235894
-6.2016988,106.8295225
-6.2009818,106.8210806
-6.2013048,106.8235992
-6.2059783,106.8214612
-6.2004648,106.8259655
-6.202935,106.818513
-6.2059685,106.8180302
-6.1986864,106.8290324
-6.2020664,106.8290082
-6.197731,106.8288059
-6.2014135,106.8221531
-6.2031724,106.8243394
-6.202367,106.8255522
-6.2059685,106.8180302
-6.2036958,106.8236913
-6.2014408,106.8234583
-6.1992289,106.8236715
-6.1990281,106.8226004
-6.1973044,106.8236961
-6.2014135,106.8221531
-6.2059685,106.8180302
-6.2024046,106.8234553
-6.2029327,106.818513
-6.2002543,106.8226657
-6.2034334,106.8201513
-6.1990281,106.8226004
-6.1983702,106.82311
-6.2005755,106.8214789
-6.202935,106.818513
-6.2033414,106.8213809
-6.2015861,106.8223083
-6.2024046,106.8234553
-6.2059685,106.8180302
-6.2013031,106.8250819
-6.2052339,106.8229537
-6.1991132,106.8236692
-6.2046816,106.8217833
-6.203893,106.821676
-6.2022006,106.8192584
-6.1990283,106.8226004
-6.1990281,106.8226004
-6.1986616,106.8226178
-6.2036939,106.8237304
-6.1990281,106.8226004
-6.202935,106.818513
-6.1990281,106.8226004
-6.2023591,106.8233614
-6.2060762,106.8216633
-6.2016001,106.8243368
-6.2022717,106.8233232
-6.19772,106.8255
-6.202867,106.8227868
-6.1974287,106.8286233
-6.198417,106.8226852
-6.2024046,106.8234553
-6.1979683,106.8285179
-6.1986864,106.8290324
-6.2038393,106.8205089
-6.2018884,106.8235894
-6.2023684,106.8233608
-6.2038393,106.8205089
-6.2057735,106.8223536
-6.199883,106.827403
-6.202763,106.826138
-6.202935,106.818513
-6.2036659,106.8201437
-6.202425,106.8236533
-6.1996476,106.8275413
-6.1975567,106.8247514
-6.197734,106.8238727
-6.2059685,106.8180302
-6.2059685,106.8180302
-6.2008649,106.8244567
-6.1975247,106.8247528
-6.2006622,106.823507
-6.2019794,106.8249087
-6.2023214,106.8239324
-6.1968797,106.8253276
-6.200125,106.822192
-6.2005018,106.8225098
-6.2024046,106.8234553
-6.2023511,106.8233225
-6.2018728,106.822078
-6.2024046,106.8234553
-6.197952,106.8178441
-6.1997465,106.8230406
-6.203893,106.821676
-6.2047229,106.8203265
-6.1975829,106.8282632
-6.2057619,106.8179132
-6.202224,106.823911
-6.1991359,106.8235623
-6.2023592,106.8233615
-6.1984384,106.8229057
-6.2030947,106.8274659
-6.2018884,106.8235894
-6.200681,106.8237604
-6.2005528,106.8223791
-6.199214,106.822054
-6.2024046,106.8234553
-6.1992289,106.8236715
-6.1970558,106.8197875
-6.1990209,106.8226275
-6.2008798,106.8219399
-6.198417,106.8226852
-6.2038393,106.8205089
-6.2009709,106.8217285
-6.2052649,106.8193059
-6.1989316,106.8229537
-6.1991132,106.8236692
-6.1976616,106.8193609
-6.2059744,106.8214578
-6.203694,106.8237302
-6.1991559,106.8220854
-6.2038393,106.8205089
-6.2023592,106.8233615
-6.2005585,106.819543
-6.2058087,106.8187149
-6.1996476,106.8275413
-6.2024046,106.8234553
-6.2053063,106.8214896
-6.2055888,106.8185099
-6.2036933,106.8236914
-6.2024046,106.8234553
-6.2043189,106.8235371
-6.2045236,106.8232332
-6.2037197,106.8229537
-6.2024046,106.8234553
-6.1973743,106.8210115
-6.2024046,106.8234553
-6.2024046,106.8234553
-6.2021334,106.823369
-6.2013031,106.8250819
-6.2060465,106.8194095
-6.1990042,106.8223724
-6.2035773,106.8204241
-6.197125,106.8194672
-6.2024047,106.8234553
-6.1976616,106.8193609
-6.2024046,106.8234553
-6.203825,106.8248279
-6.1987693,106.8230459
-6.200681,106.8237604
-6.202935,106.818513
-6.2013031,106.8250819
-6.2014135,106.8221531
-6.2024046,106.8234553
-6.2059685,106.8180302
-6.2024046,106.8234553
-6.2014888,106.8233869
-6.1976136,106.8256577
-6.2023807,106.8236451
-6.2014135,106.8221531
-6.1990283,106.8226004
-6.2024046,106.8234553
-6.2017924,106.8233225
-6.1979113,106.8248896
-6.2023551,106.8237467
-6.201465,106.8240551
-6.2059685,106.8180302
-6.202935,106.818513
-6.2019991,106.8233393
-6.1989973,106.8220847
-6.2017104,106.8241912
-6.2023592,106.8233615
-6.199156,106.8220854
-6.197943,106.8285958
-6.20251,106.8246533
-6.2021191,106.8233225
-6.2033414,106.8213809
-6.1978031,106.8288144
-6.1975507,106.8249359
-6.2022714,106.8233225
-6.2043772,106.8226336
-6.1975247,106.8247528
-6.2036958,106.8236913
-6.1976616,106.8193609
-6.2038066,106.8202132
-6.1983702,106.82311
-6.1996476,106.8275413
-6.2018754,106.8232303
-6.2023913,106.8234654
-6.1990281,106.8226004
-6.197448,106.8243368
-6.1975245,106.8247529
-6.202763,106.826138
-6.2026827,106.8242529
-6.2064281,106.8191339
-6.1976616,106.8193609
-6.2038628,106.8245133
-6.2063188,106.8271883
-6.2009311,106.823392
-6.1990042,106.8223724
-6.2019221,106.8242446
-6.2024046,106.8234553
-6.2024047,106.8234553
-6.2024051,106.823459
-6.203893,106.821676
-6.2024046,106.8234553
-6.2024046,106.8234553
-6.2003808,106.8200962
-6.2059747,106.8214579
-6.2011975,106.8205155
-6.203425,106.8221243
-6.2023592,106.8233615
-6.2058089,106.8276982
-6.2066785,106.8191351
-6.1969637,106.8228944
-6.2059685,106.8180302
-6.2024046,106.8234553
-6.2024047,106.8234553
-6.2024047,106.8234553
-6.20359,106.823236
-6.2023592,106.8233615
-6.2017924,106.8233225
-6.198417,106.8226852
-6.2061567,106.8219983
-6.203825,106.8248279
-6.202935,106.818513
-6.2024046,106.8234553
-6.2038983,106.8199118
-6.20405,106.8248541
-6.1986859,106.829032
-6.2038393,106.8205089
-6.20135,106.8242049
-6.2059685,106.8180302
-6.200125,106.822192
-6.203173,106.8225849
-6.2015121,106.8221243
-6.202935,106.818513
-6.1986163,106.8291936
-6.1968944,106.828869
-6.1990281,106.8226004
-6.197526,106.8242811
-6.2060942,106.8211101
-6.2023592,106.8233615
-6.198417,106.8226852
-6.202935,106.818513
-6.1986864,106.8290324
-6.2038156,106.820004
-6.2070174,106.8258115
-6.197519,106.824613
-6.2012635,106.8236451
-6.2010203,106.8234155
-6.2068994,106.8291802
-6.2014135,106.8221531
-6.2063865,106.8184205
-6.1990281,106.8226004
-6.1985123,106.8291342
-6.2025341,106.8238295
-6.1971767,106.8251143
-6.2062108,106.8194444
-6.1975567,106.8247514
-6.2059685,106.8180302
-6.1995799,106.821096
-6.2036958,106.8236913
-6.2059685,106.8180302
-6.202935,106.818513
-6.2023592,106.8233615
-6.1983702,106.82311
-6.2033746,106.8212945
-6.2038393,106.8205089
-6.2022007,106.8192583
-6.2023511,106.8233226
-6.2015458,106.8263716
-6.2051539,106.8180295
-6.2054365,106.8214192
-6.2036958,106.8236913
-6.202367,106.8255522
-6.2041836,106.8234148
-6.2033414,106.8213809
-6.2023592,106.8233615
-6.1990703,106.8235991
-6.2036796,106.8201061
-6.2019901,106.8253004
-6.2059685,106.8180302
-6.202935,106.818513
-6.1994349,106.8283467
-6.1990281,106.8226004
-6.205701,106.822243
-6.2043029,106.8221243
-6.2023592,106.8233615
-6.1990281,106.8226004
-6.2018368,106.8231841
-6.205701,106.822243
-6.2023592,106.8233615
-6.202935,106.818513
-6.2023592,106.8233615
-6.2018441,106.8245171
-6.2037282,106.8204636
-6.2059685,106.8180302
-6.1996136,106.8202159
-6.1990281,106.8226004
-6.2038537,106.824577
-6.202935,106.818513
-6.2022006,106.8192584
-6.2018838,106.8235894
-6.2023592,106.8233615
-6.1990281,106.8226004
-6.2036751,106.8237143
-6.2019551,106.8232304
-6.2025086,106.8225725
-6.1975567,106.8247514
-6.2014408,106.8234583
-6.2023684,106.8233608
-6.1990281,106.8226004
-6.2023591,106.8233614
-6.2059685,106.8180302
-6.1990281,106.8226004
-6.2070308,106.8244035
-6.202935,106.818513
-6.2037796,106.8211101
-6.2013031,106.8250819
-6.2024046,106.8234553
-6.2023592,106.8233615
-6.2053063,106.8214896
-6.1990703,106.8235991
-6.19888,106.8290973
-6.2035773,106.8204241
-6.2036879,106.8234587
-6.2025314,106.8249024
-6.1994872,106.8273365
-6.1975567,106.8247514
-6.2005885,106.8261658
-6.2023592,106.8233615
-6.2022111,106.8257499
-6.2036958,106.8236913
-6.2016037,106.8249963
-6.2036958,106.8236913
-6.2023592,106.8233615
-6.2038316,106.820408
-6.1996476,106.8275413
-6.2023854,106.8223104
-6.2036958,106.8236913
-6.1975567,106.8247515
-6.1977277,106.8286585
-6.2010203,106.8234155
-6.2021914,106.8233225
-6.2022517,106.8234201
-6.2025287,106.8227695
-6.2036958,106.8236913
-6.2011975,106.8205155
-6.197882,106.828146
-6.2053889,106.827312
-6.2059685,106.8180302
-6.2059685,106.8180302
-6.1990427,106.8226081
-6.1990281,106.8226004
-6.2037296,106.8201884
-6.2051452,106.8266978
-6.2029257,106.8263766
-6.2036659,106.8201437
-6.1990703,106.8235992
-6.2023684,106.8233608
-6.2023592,106.8233615
-6.2023592,106.8233615
-6.1990703,106.8235991
-6.1985019,106.8240524
-6.2010203,106.8234155
-6.2023684,106.8233608
-6.1978806,106.8227806
-6.2059744,106.8214578
-6.1990281,106.8226004
-6.2023592,106.8233615
-6.1990281,106.8226004
-6.202935,106.818513
-6.2023592,106.8233615
-6.2023684,106.8233608
-6.1993366,106.8202679
-6.2018884,106.8235894
-6.1986864,106.8290324
-6.1990281,106.8226004
-6.2036958,106.8236913
-6.2023591,106.8233614
-6.2036958,106.8236913
-6.2059685,106.8180302
-6.199732,106.822703
-6.2036093,106.8201425
-6.202935,106.818513
-6.1988639,106.8225849
-6.2059685,106.8180302
-6.2044443,106.8218155
-6.2024052,106.823459
-6.2036939,106.8237304
-6.199004,106.82237
-6.2035733,106.8208301
-6.2038056,106.8237732
-6.2038836,106.821676
-6.2027544,106.8211758
-6.1969317,106.8224153
-6.2023927,106.823335
-6.2015531,106.8233225
-6.203872,106.8194944
-6.1990283,106.8226004
-6.2058085,106.8187148
-6.1996476,106.8275413
-6.203694,106.8237302
-6.2038393,106.8205089
-6.199984,106.8224929
-6.1986864,106.8290324
-6.2024046,106.8234553
-6.2033503,106.8201934
-6.2038393,106.8205089
-6.2051858,106.8229587
-6.1990236,106.8225849
-6.2024046,106.8234553
-6.1986569,106.8226178
-6.2036403,106.8237302
-6.2061403,106.8222845
-6.2045243,106.8238717
-6.2036939,106.8237304
-6.2024046,106.8234553
-6.2012303,106.8255453
-6.2059685,106.8180302
-6.2024309,106.8233226
-6.2070174,106.8258115
-6.2024046,106.8234553
-6.2036939,106.8237304
-6.2033367,106.820004
-6.2014621,106.8235992
-6.2053738,106.8214668
-6.1999182,106.8245212
-6.1990281,106.8226004
-6.1981875,106.8289436
-6.1975247,106.8247528
-6.2023671,106.8255521
-6.1998035,106.8231381
-6.1986616,106.8226178
-6.2018884,106.8235894
-6.2041336,106.8234158
-6.2051859,106.8229588
-6.1990281,106.8226004
-6.1976616,106.8193609
-6.1968957,106.8293874
-6.198275,106.828273
-6.2038393,106.8205089
-6.200681,106.8237604
-6.203837,106.8205089
-6.2054081,106.8213406
-6.2018884,106.8235894
-6.1990281,106.8226004
-6.2060198,106.821366
-6.2019991,106.8233393
-6.2019901,106.8253004
-6.2036939,106.8237304
-6.2009595,106.8293146
-6.2051858,106.8229587
-6.2036958,106.8236913
-6.2010201,106.8234154
-6.202935,106.818513
-6.1989972,106.8220848
-6.2035253,106.822829
-6.204319,106.823537
-6.2024046,106.8234553
-6.2023671,106.8255521
-6.2038393,106.8205089
-6.202935,106.818513
-6.2024046,106.8234553
-6.2019894,106.8233018
-6.2024046,106.8234553
-6.2068958,106.8253215
-6.1975245,106.8247529
-6.2024052,106.823459
-6.203881,106.8234097
-6.2038393,106.8205089
-6.200681,106.8237604
-6.2018884,106.8235894
-6.2035773,106.8204241
-6.2022237,106.8241758
-6.1990283,106.8226004
-6.2059685,106.8180302
-6.202935,106.818513
-6.1991662,106.8291496
-6.2024046,106.8234553
-6.199004,106.82237
-6.2024191,106.8236914
-6.2039826,106.8234607
-6.1993598,106.8277994
-6.2010203,106.8234155
-6.204114,106.8233547
-6.1990281,106.8226004
-6.2038626,106.8245135
-6.1990281,106.8226004
-6.202935,106.818513
-6.197946,106.8286692
-6.1989466,106.8224927
-6.1976207,106.8241929
-6.2023592,106.8233615
-6.203672,106.824429
-6.2024046,106.8234553
-6.2036957,106.8236914
